id,count,doc,NumWords
658,1,4,60
794,1,4,60
77,1,4,60
246,1,4,60
866,4,4,60
1008,1,4,60
589,1,4,60
797,1,4,60
525,1,4,60
799,1,4,60
872,1,4,60
318,1,4,60
32,1,4,60
259,1,4,60
125,1,4,60
470,1,4,60
951,1,4,60
1087,1,4,60
607,1,4,60
151,1,4,60
1089,1,4,60
243,1,4,60
690,1,4,60
40,1,5,113
281,1,5,113
829,2,5,113
619,1,5,113
646,1,5,113
564,1,5,113
567,1,5,113
20,1,5,113
825,1,5,113
846,1,5,113
577,1,5,113
35,1,5,113
878,1,5,113
308,1,5,113
865,2,5,113
866,3,5,113
868,1,5,113
590,1,5,113
314,1,5,113
871,1,5,113
861,1,5,113
640,1,5,113
324,1,5,113
327,1,5,113
328,1,5,113
893,1,5,113
68,1,5,113
614,1,5,113
339,1,5,113
457,1,5,113
902,1,5,113
78,1,5,113
908,1,5,113
909,2,5,113
422,1,5,113
636,1,5,113
97,1,5,113
99,1,5,113
648,1,5,113
649,1,5,113
637,1,5,113
922,1,5,113
687,1,5,113
668,1,5,113
60,1,5,113
784,3,5,113
120,1,5,113
122,1,5,113
391,2,5,113
684,2,5,113
158,1,5,113
401,1,5,113
251,1,5,113
95,1,5,113
411,2,5,113
842,1,5,113
381,1,5,113
711,1,5,113
282,1,5,113
437,1,5,113
417,1,5,113
363,1,5,113
1006,1,5,113
1071,1,5,113
190,1,5,113
733,1,5,113
219,3,5,113
223,1,5,113
1029,1,5,113
478,1,5,113
208,1,5,113
155,1,5,113
481,1,5,113
766,1,5,113
777,1,5,113
232,2,5,113
234,1,5,113
237,2,5,113
238,1,5,113
787,1,5,113
513,2,5,113
51,1,5,113
1061,1,5,113
701,1,5,113
464,1,5,113
246,1,5,113
781,2,5,113
797,1,5,113
983,1,5,113
1074,1,5,113
259,1,5,113
1087,1,5,113
814,1,5,113
43,1,5,113
440,2,5,113
271,1,5,113
2,1,6,116
4,1,6,116
276,2,6,116
6,1,6,116
581,1,6,116
552,1,6,116
11,1,6,116
615,1,6,116
829,1,6,116
627,1,6,116
1005,1,6,116
651,1,6,116
834,1,6,116
914,1,6,116
836,1,6,116
681,1,6,116
144,1,6,116
843,1,6,116
846,2,6,116
572,1,6,116
398,1,6,116
866,3,6,116
1018,1,6,116
871,1,6,116
48,1,6,116
570,1,6,116
596,1,6,116
885,1,6,116
608,1,6,116
893,1,6,116
338,1,6,116
901,1,6,116
622,1,6,116
860,1,6,116
79,1,6,116
86,1,6,116
91,1,6,116
647,1,6,116
650,1,6,116
108,1,6,116
678,1,6,116
974,1,6,116
123,1,6,116
357,1,6,116
128,2,6,116
684,1,6,116
456,1,6,116
692,2,6,116
1062,1,6,116
406,1,6,116
695,1,6,116
411,1,6,116
889,2,6,116
705,1,6,116
748,1,6,116
982,1,6,116
427,1,6,116
609,2,6,116
990,1,6,116
444,1,6,116
445,1,6,116
993,1,6,116
672,1,6,116
597,1,6,116
472,2,6,116
451,2,6,116
452,1,6,116
180,1,6,116
459,1,6,116
460,1,6,116
1014,1,6,116
488,1,6,116
42,1,6,116
468,1,6,116
947,1,6,116
747,1,6,116
1024,1,6,116
755,1,6,116
756,2,6,116
1028,1,6,116
688,1,6,116
763,1,6,116
23,1,6,116
1040,1,6,116
769,1,6,116
490,1,6,116
493,1,6,116
227,1,6,116
777,1,6,116
207,1,6,116
1067,1,6,116
522,2,6,116
797,1,6,116
252,1,6,116
1073,1,6,116
1004,1,6,116
912,1,6,116
810,1,6,116
539,2,6,116
1087,1,6,116
270,1,6,116
817,1,6,116
149,1,6,116
820,1,7,94
612,1,7,94
450,1,7,94
550,1,7,94
1047,2,7,94
826,1,7,94
437,1,7,94
219,1,7,94
514,2,7,94
986,1,7,94
12,1,7,94
286,1,7,94
774,1,7,94
153,1,7,94
261,1,7,94
920,1,7,94
7,1,7,94
354,1,7,94
967,1,7,94
839,1,7,94
22,1,7,94
606,1,7,94
915,1,7,94
295,2,7,94
24,1,7,94
97,1,7,94
572,1,7,94
1087,1,7,94
992,1,7,94
99,1,7,94
271,1,7,94
1023,1,7,94
448,6,7,94
173,1,7,94
1058,1,7,94
512,1,7,94
488,1,7,94
274,1,7,94
304,3,7,94
770,1,7,94
454,1,7,94
862,1,7,94
959,1,7,94
901,1,7,94
866,3,7,94
538,1,7,94
868,1,7,94
797,1,7,94
733,1,7,94
553,3,7,94
17,1,7,94
569,1,7,94
384,1,7,94
595,1,7,94
513,1,7,94
120,2,7,94
467,1,7,94
388,1,7,94
599,1,7,94
414,6,7,94
126,1,7,94
951,1,7,94
936,1,7,94
648,1,7,94
605,1,7,94
860,1,7,94
684,3,7,94
105,1,7,94
626,1,7,94
137,1,7,94
534,1,7,94
136,1,7,94
208,1,8,52
760,1,8,52
210,1,8,52
573,1,8,52
406,1,8,52
276,2,8,52
338,2,8,52
483,1,8,52
252,1,8,52
765,1,8,52
414,1,8,52
11,1,8,52
768,1,8,52
1041,1,8,52
829,1,8,52
830,1,8,52
286,1,8,52
503,1,8,52
348,1,8,52
403,1,8,52
563,1,8,52
763,1,8,52
437,1,8,52
990,1,8,52
168,1,8,52
684,1,8,52
448,1,8,52
302,1,8,52
513,1,8,52
998,1,8,52
709,1,8,52
371,1,8,52
332,1,8,52
866,2,8,52
50,1,8,52
146,1,8,52
872,1,8,52
189,1,8,52
592,1,8,52
193,1,8,52
622,1,8,52
56,1,8,52
806,1,8,52
304,1,8,52
266,1,8,52
312,1,8,52
45,1,8,52
309,1,8,52
1090,1,8,52
28,1,9,27
143,1,9,27
4,1,9,27
159,1,9,27
41,1,9,27
759,1,9,27
1025,1,9,27
808,1,9,27
852,1,9,27
16,1,9,27
542,1,9,27
97,1,9,27
99,1,9,27
368,1,9,27
215,1,9,27
34,1,9,27
791,1,9,27
866,3,9,27
797,1,9,27
49,1,9,27
466,1,9,27
955,1,9,27
229,1,9,27
684,1,9,27
816,1,9,27
694,1,10,194
822,1,10,194
552,1,10,194
276,1,10,194
823,2,10,194
142,1,10,194
9,1,10,194
283,1,10,194
11,1,10,194
827,3,10,194
829,3,10,194
619,1,10,194
566,2,10,194
290,1,10,194
696,1,10,194
847,1,10,194
1014,1,10,194
195,2,10,194
855,1,10,194
303,2,10,194
53,1,10,194
797,1,10,194
586,1,10,194
866,4,10,194
591,1,10,194
48,1,10,194
419,1,10,194
864,1,10,194
54,1,10,194
879,1,10,194
58,1,10,194
59,1,10,194
345,1,10,194
607,1,10,194
602,1,10,194
603,1,10,194
617,1,10,194
884,1,10,194
900,1,10,194
340,1,10,194
621,1,10,194
12,1,10,194
750,2,10,194
370,1,10,194
90,1,10,194
352,1,10,194
422,1,10,194
916,1,10,194
919,1,10,194
97,1,10,194
661,1,10,194
365,1,10,194
101,2,10,194
309,1,10,194
103,1,10,194
625,1,10,194
628,2,10,194
630,1,10,194
656,1,10,194
933,3,10,194
662,1,10,194
131,2,10,194
664,1,10,194
666,1,10,194
162,1,10,194
944,1,10,194
784,1,10,194
120,3,10,194
949,1,10,194
754,1,10,194
951,1,10,194
128,1,10,194
392,4,10,194
88,2,10,194
233,1,10,194
684,7,10,194
319,1,10,194
456,1,10,194
961,1,10,194
405,2,10,194
406,1,10,194
1053,1,10,194
408,2,10,194
77,1,10,194
453,2,10,194
331,1,10,194
703,1,10,194
431,1,10,194
161,1,10,194
984,1,10,194
437,3,10,194
166,1,10,194
652,1,10,194
821,1,10,194
472,1,10,194
1045,1,10,194
901,1,10,194
733,2,10,194
189,1,10,194
975,1,10,194
741,3,10,194
465,2,10,194
742,1,10,194
1018,2,10,194
1019,1,10,194
1022,1,10,194
618,2,10,194
203,1,10,194
115,1,10,194
125,2,10,194
136,1,10,194
616,1,10,194
763,1,10,194
178,1,10,194
1039,1,10,194
41,1,10,194
772,1,10,194
495,1,10,194
234,1,10,194
112,1,10,194
981,1,10,194
777,1,10,194
778,2,10,194
1007,1,10,194
831,1,10,194
722,2,10,194
506,1,10,194
1,1,10,194
744,1,10,194
513,1,10,194
514,1,10,194
244,2,10,194
917,1,10,194
522,1,10,194
251,1,10,194
528,1,10,194
996,1,10,194
257,1,10,194
1015,1,10,194
330,1,10,194
176,1,10,194
265,1,10,194
1087,1,10,194
1088,2,10,194
279,1,10,194
1090,3,10,194
1086,1,10,194
2,1,11,252
822,1,11,252
272,1,11,252
823,1,11,252
591,1,11,252
964,1,11,252
826,1,11,252
462,1,11,252
3,1,11,252
12,2,11,252
556,1,11,252
286,1,11,252
287,1,11,252
288,1,11,252
289,1,11,252
565,1,11,252
567,1,11,252
291,1,11,252
276,1,11,252
841,1,11,252
294,1,11,252
846,1,11,252
574,1,11,252
255,1,11,252
300,1,11,252
30,1,11,252
580,1,11,252
829,1,11,252
38,1,11,252
280,1,11,252
865,1,11,252
866,2,11,252
868,2,11,252
923,1,11,252
871,1,11,252
48,1,11,252
873,1,11,252
830,1,11,252
600,1,11,252
882,1,11,252
540,1,11,252
11,1,11,252
546,1,11,252
328,1,11,252
786,1,11,252
892,1,11,252
893,1,11,252
613,1,11,252
614,2,11,252
896,1,11,252
239,1,11,252
338,2,11,252
75,1,11,252
476,1,11,252
341,1,11,252
622,3,11,252
624,1,11,252
80,1,11,252
344,1,11,252
348,1,11,252
359,2,11,252
791,1,11,252
641,1,11,252
642,1,11,252
643,1,11,252
99,2,11,252
594,1,11,252
648,2,11,252
103,1,11,252
156,1,11,252
369,1,11,252
104,2,11,252
708,1,11,252
930,1,11,252
373,1,11,252
374,1,11,252
935,2,11,252
110,1,11,252
111,1,11,252
939,1,11,252
941,1,11,252
942,1,11,252
116,1,11,252
723,1,11,252
120,3,11,252
121,1,11,252
675,2,11,252
936,1,11,252
128,2,11,252
955,1,11,252
684,2,11,252
957,1,11,252
133,1,11,252
692,1,11,252
965,1,11,252
696,1,11,252
849,1,11,252
700,1,11,252
414,13,11,252
150,1,11,252
702,2,11,252
423,1,11,252
154,1,11,252
707,1,11,252
157,1,11,252
984,1,11,252
437,3,11,252
438,1,11,252
715,1,11,252
987,1,11,252
166,2,11,252
167,1,11,252
168,1,11,252
993,1,11,252
994,1,11,252
448,11,11,252
944,1,11,252
1002,1,11,252
1003,2,11,252
500,1,11,252
458,1,11,252
1010,1,11,252
733,2,11,252
553,5,11,252
736,1,11,252
1014,5,11,252
1016,1,11,252
1022,1,11,252
469,1,11,252
211,1,11,252
751,1,11,252
752,1,11,252
202,1,11,252
203,1,11,252
205,1,11,252
756,1,11,252
208,2,11,252
1082,1,11,252
1034,2,11,252
857,1,11,252
1038,1,11,252
1039,1,11,252
219,2,11,252
768,1,11,252
533,1,11,252
494,1,11,252
227,1,11,252
499,1,11,252
778,1,11,252
502,1,11,252
1055,1,11,252
1056,1,11,252
784,1,11,252
55,1,11,252
785,1,11,252
439,2,11,252
336,1,11,252
513,1,11,252
